player_id,name,age,gender,country,height,weight,ball_controlling_skills,body_reflexes,body_balance,jumping_skills,penalties_conversion_rate,mental_strength,goalkeeping_skills,defending_skills,passing_skills,dribbling_skills,shot_accuracy,body_strength_stamina,max_running_speed,strong_foot,behaviour_rating,matches_played,fitness_rating,trophies_won,dedication_level,coaching,years_of_experience,no_of_disqualifications,selection
PLID_6290,Alethia Sholtis,16,M,Denmark,6'0,165lbs,45.0,75.0,63.0,64.0,39.0,53.0,9.0,48.0,38.0,21.0,28.0,46.0,27.1,None,4.1,0.0,5.9,4.0,Medium,Academy,1.0,0.0,0
PLID_5267,Albertina Harsh,16,M,Colombia,5'9,154lbs,52.0,77.0,69.0,63.0,44.0,51.0,11.0,50.0,53.0,29.0,31.0,67.0,27.9,Right,4.5,0.0,8.3,4.0,Medium,Academy,1.0,0.0,1
PLID_2598,Gricelda Lindley,16,F,Greece,5'10,154lbs,53.0,65.0,71.0,62.0,40.0,58.0,11.0,62.0,60.0,30.0,39.0,62.0,27.4,Left,5.8,0.0,7.0,3.0,Medium,Academy,1.0,0.0,1
PLID_7557,Leslie Cheng,17,M,France,5'10,167lbs,56.0,50.0,60.0,65.0,42.0,59.0,11.0,61.0,52.0,30.0,42.0,64.0,22.5,Left,5.4,0.0,6.6,1.0,Medium,Academy,3.0,0.0,1
PLID_22918,Steve Applebee,20,M,Germany,6'2,174lbs,69.0,62.0,62.0,70.0,49.0,63.0,11.0,40.0,55.0,34.0,71.0,71.0,24.2,Right,7.4,0.0,6.8,4.0,Medium,Academy,6.0,0.0,1
PLID_7225,Stefany Murdoch,26,M,Brazil,5'7,139lbs,82.0,86.0,89.0,45.0,74.0,74.0,10.0,36.0,78.0,43.0,65.0,56.0,29.9,Any,8.1,0.0,6.9,9.0,Medium,Academy,12.0,0.0,1
PLID_8106,Alanna Neal,16,F,Brazil,5'8,163lbs,82.0,89.0,82.0,57.0,68.0,77.0,11.0,37.0,79.0,44.0,76.0,67.0,30.8,Left,8.1,36.0,7.6,4.0,Medium,Academy,1.0,4.0,1
PLID_6553,Humberto Gately,19,M,Saudi Arabia,5'5,137lbs,63.0,77.0,77.0,37.0,46.0,47.0,11.0,50.0,54.0,34.0,50.0,58.0,31.1,Right,5.7,1.0,5.2,5.0,High,Academy,5.0,0.0,0
PLID_13195,Lorriane Melody,25,M,Denmark,5'10,157lbs,68.0,69.0,76.0,64.0,44.0,72.0,11.0,67.0,67.0,32.0,54.0,77.0,26.0,Right,7.0,0.0,8.8,5.0,High,Talent Hunt,11.0,0.0,0
PLID_15636,Mechelle Ogg,20,F,Turkey,5'11,154lbs,60.0,48.0,66.0,59.0,56.0,49.0,12.0,60.0,60.0,34.0,53.0,73.0,23.7,Right,5.6,1.0,7.6,0.0,Medium,Academy,6.0,0.0,1
PLID_16047,Andrea Hagood,25,M,Spain,6'1,172lbs,52.0,54.0,54.0,60.0,48.0,52.0,9.0,64.0,52.0,24.0,46.0,78.0,20.4,Left,5.9,0.0,8.4,0.0,Low,Academy,10.0,0.0,0
PLID_3064,Glenda Litz,25,M,Netherlands,6'2,178lbs,56.0,36.0,54.0,78.0,41.0,63.0,10.0,66.0,47.0,20.0,37.0,75.0,13.3,Right,6.5,0.0,6.6,1.0,Low,Academy,10.0,0.0,1
PLID_22220,Kiyoko Eriksen,16,M,Spain,6'2,174lbs,17.0,36.0,38.0,49.0,23.0,44.0,67.0,15.0,26.0,11.0,16.0,40.0,12.4,Any,,0.0,2.9,3.0,Medium,Academy,1.0,0.0,1
PLID_10131,Sallie Mund,16,M,France,5'10,161lbs,58.0,76.0,70.0,61.0,47.0,52.0,11.0,62.0,51.0,31.0,47.0,70.0,29.7,Left,5.7,0.0,7.5,4.0,High,Talent Hunt,2.0,0.0,1
PLID_16888,Lizette Balog,24,F,Senegal,5'9,146lbs,78.0,81.0,77.0,86.0,54.0,77.0,9.0,82.0,70.0,39.0,56.0,78.0,27.1,Right,8.2,39.0,9.2,3.0,Medium,Talent Hunt,9.0,4.0,1
PLID_7024,Rocky Tindel,28,M,Argentina,6'3,187lbs,46.0,28.0,33.0,72.0,37.0,67.0,9.0,60.0,45.0,20.0,34.0,80.0,16.1,Right,5.4,0.0,7.5,3.0,Low,Talent Hunt,13.0,0.0,0
PLID_14623,Zelda Terhaar,19,M,Germany,6'0,179lbs,63.0,71.0,65.0,57.0,60.0,57.0,9.0,31.0,50.0,34.0,59.0,60.0,25.6,Right,5.9,1.0,5.1,3.0,Medium,Academy,4.0,0.0,1
PLID_10809,Zelda Chadburn,21,M,Albania,5'7,138lbs,74.0,75.0,73.0,72.0,62.0,69.0,10.0,69.0,70.0,38.0,45.0,70.0,27.4,Right,6.5,0.0,8.8,4.0,High,Academy,6.0,0.0,1
PLID_9095,Adolfo Jetter,20,M,Spain,5'8,154lbs,72.0,78.0,85.0,64.0,55.0,63.0,10.0,49.0,66.0,36.0,57.0,56.0,28.1,Any,7.0,1.0,6.9,3.0,Medium,Unknown,5.0,0.0,1
PLID_8318,Lesia Hadden,26,M,France,6'3,187lbs,59.0,47.0,48.0,56.0,50.0,59.0,12.0,66.0,60.0,25.0,49.0,64.0,20.2,Left,5.8,0.0,5.5,6.0,Medium,Academy,12.0,0.0,1
PLID_1763,Josette Villalta,20,M,Netherlands,6'8,207lbs,19.0,38.0,60.0,66.0,19.0,51.0,63.0,15.0,22.0,10.0,25.0,53.0,17.7,Right,5.7,0.0,4.2,4.0,Medium,Academy,6.0,0.0,0
PLID_20691,Horacio Fausto,20,F,Sweden,5'11,163lbs,51.0,64.0,71.0,90.0,32.0,63.0,11.0,64.0,52.0,20.0,,71.0,24.4,Right,6.2,0.0,7.3,4.0,Medium,Unknown,5.0,0.0,1
PLID_20480,Billye Pecora,16,F,Japan,6'2,185lbs,17.0,37.0,33.0,50.0,14.0,26.0,53.0,14.0,21.0,8.0,13.0,34.0,11.9,Right,3.3,1.0,3.0,0.0,Medium,Academy,1.0,0.0,0
PLID_22681,Gertrud Macrae,16,M,England,5'10,146lbs,66.0,57.0,67.0,45.0,59.0,60.0,10.0,66.0,65.0,36.0,57.0,56.0,21.9,Right,6.0,0.0,7.2,3.0,Medium,Academy,2.0,0.0,1
PLID_4873,Yang Thorp,16,M,England,5'9,143lbs,60.0,70.0,73.0,46.0,50.0,62.0,9.0,47.0,62.0,30.0,45.0,44.0,22.8,,4.5,0.0,5.5,5.0,Medium,Academy,2.0,0.0,1
PLID_14491,Esmeralda Callaghan,25,M,Germany,6'0,179lbs,65.0,67.0,61.0,78.0,69.0,65.0,12.0,34.0,56.0,34.0,58.0,66.0,25.8,Right,6.9,0.0,6.8,6.0,Low,Unknown,11.0,0.0,0
PLID_14288,Krystina Egli,21,M,Republic of Ireland,6'0,172lbs,52.0,65.0,62.0,57.0,40.0,49.0,11.0,56.0,56.0,28.0,44.0,68.0,27.1,Left,5.6,0.0,7.5,1.0,Medium,Academy,6.0,0.0,0
PLID_23017,Nan Browder,25,M,Brazil,5'10,179lbs,67.0,73.0,59.0,73.0,48.0,56.0,13.0,68.0,63.0,36.0,67.0,71.0,26.4,Left,6.8,0.0,7.1,3.0,Medium,Academy,10.0,0.0,1
PLID_7802,Elden Armbruster,16,F,Sweden,5'8,158lbs,44.0,58.0,70.0,77.0,63.0,50.0,11.0,21.0,37.0,21.0,44.0,54.0,23.5,Right,4.7,0.0,5.7,3.0,Medium,Academy,2.0,0.0,0
PLID_17463,Deeann Rodenberger,24,F,Paraguay,5'11,157lbs,77.0,74.0,68.0,78.0,48.0,79.0,13.0,50.0,74.0,41.0,68.0,68.0,28.1,Right,7.8,0.0,6.9,5.0,High,Unknown,10.0,0.0,1
PLID_19481,Kraig Berman,16,F,Colombia,6'2,184lbs,56.0,54.0,49.0,69.0,60.0,48.0,11.0,31.0,33.0,23.0,52.0,70.0,20.0,,4.7,0.0,6.4,3.0,Medium,Source,1.0,0.0,1
PLID_486,Sidney Lachowicz,23,F,Argentina,5'4,138lbs,77.0,83.0,89.0,73.0,59.0,69.0,10.0,49.0,76.0,42.0,70.0,56.0,31.1,Left,7.5,39.0,6.5,1.0,High,Unknown,8.0,4.0,1
PLID_17353,Julius Millener,20,F,Russia,6'2,180lbs,22.0,27.0,44.0,55.0,30.0,27.0,56.0,17.0,22.0,8.0,17.0,51.0,17.2,Right,5.0,1.0,2.9,5.0,Medium,Academy,5.0,0.0,0
PLID_11987,Eliz Labombard,21,F,China PR,5'9,161lbs,45.0,63.0,79.0,77.0,39.0,47.0,12.0,52.0,50.0,28.0,31.0,64.0,25.6,Left,5.2,0.0,7.4,3.0,Medium,Academy,6.0,0.0,0
PLID_11815,Francis Lineman,17,M,Germany,6'0,163lbs,59.0,76.0,67.0,69.0,54.0,50.0,8.0,27.0,51.0,32.0,57.0,67.0,29.2,Right,4.6,1.0,7.5,6.0,Medium,Academy,2.0,0.0,0
PLID_1411,Annelle Goodson,22,F,Portugal,5'8,165lbs,66.0,70.0,73.0,71.0,58.0,59.0,10.0,64.0,60.0,34.0,60.0,69.0,27.2,Right,,0.0,7.5,5.0,Medium,Academy,7.0,0.0,0
PLID_9969,Rocky Bittinger,16,F,Japan,5'8,148lbs,67.0,83.0,84.0,53.0,61.0,60.0,10.0,41.0,55.0,40.0,56.0,55.0,29.7,Left,3.9,0.0,6.9,5.0,High,Academy,2.0,0.0,1
PLID_5711,Shawna Albertini,16,F,England,5'10,141lbs,55.0,63.0,70.0,57.0,50.0,55.0,9.0,44.0,55.0,31.0,48.0,58.0,23.2,Right,4.7,0.0,6.7,2.0,Medium,Academy,1.0,0.0,0
PLID_6699,Flavia Pavon,23,F,Argentina,5'9,180lbs,59.0,60.0,66.0,69.0,46.0,57.0,12.0,61.0,60.0,34.0,47.0,60.0,25.3,Right,6.0,0.0,6.4,2.0,Medium,Academy,9.0,0.0,0
PLID_5200,Colby Haan,25,M,Mexico,5'7,143lbs,82.0,77.0,82.0,68.0,70.0,78.0,10.0,50.0,78.0,42.0,69.0,66.0,27.6,Right,,0.0,8.0,4.0,Medium,Source,10.0,0.0,1
PLID_16908,Billye Capote,21,F,Australia,5'7,149lbs,52.0,71.0,72.0,64.0,50.0,52.0,13.0,57.0,48.0,29.0,47.0,61.0,22.6,Left,5.1,0.0,5.6,2.0,Medium,Academy,7.0,0.0,0
PLID_19420,Raisa Strother,22,F,Netherlands,6'3,187lbs,19.0,36.0,33.0,54.0,30.0,30.0,64.0,20.0,23.0,10.0,17.0,50.0,11.7,,5.8,0.0,3.4,1.0,Medium,Academy,8.0,0.0,0
PLID_9822,Janell Murry,19,F,Mexico,5'6,146lbs,74.0,86.0,87.0,64.0,61.0,71.0,11.0,36.0,66.0,40.0,63.0,59.0,27.9,Left,4.8,0.0,7.2,6.0,High,Academy,5.0,0.0,1
PLID_5777,Shawanda Lightford,27,F,Argentina,6'3,179lbs,63.0,49.0,46.0,69.0,66.0,51.0,10.0,41.0,42.0,32.0,57.0,68.0,17.0,Left,6.9,1.0,6.1,5.0,Medium,Unknown,12.0,0.0,0
PLID_21427,Cinda Curry,17,F,France,5'8,128lbs,60.0,79.0,86.0,86.0,37.0,48.0,10.0,60.0,52.0,36.0,44.0,54.0,29.7,Right,5.0,0.0,6.8,2.0,High,Academy,3.0,0.0,1
PLID_9156,Kyla Bober,27,F,Argentina,6'0,187lbs,53.0,41.0,45.0,89.0,67.0,69.0,10.0,64.0,39.0,20.0,36.0,59.0,12.2,Right,6.4,1.0,4.0,1.0,Medium,Academy,13.0,0.0,1
PLID_6443,Afton Abell,21,F,Turkey,6'0,169lbs,66.0,69.0,71.0,66.0,65.0,56.0,9.0,45.0,49.0,37.0,63.0,69.0,23.9,Any,,0.0,6.4,2.0,Medium,Source,6.0,0.0,0
PLID_13120,Luciana Summerfield,16,F,Senegal,5'9,150lbs,74.0,82.0,73.0,67.0,56.0,60.0,10.0,64.0,68.0,38.0,50.0,66.0,24.4,Any,6.4,0.0,8.4,4.0,Medium,Unknown,2.0,0.0,1
PLID_15227,Maricela Kmetz,22,M,Republic of Ireland,5'8,,69.0,84.0,83.0,71.0,56.0,68.0,11.0,63.0,67.0,35.0,49.0,67.0,25.8,Right,6.5,0.0,8.3,5.0,Medium,Academy,7.0,0.0,0
PLID_14937,Neville Spidle,19,M,England,5'10,159lbs,64.0,87.0,70.0,70.0,48.0,59.0,12.0,54.0,66.0,36.0,62.0,72.0,26.9,Right,5.2,0.0,8.5,7.0,High,Academy,4.0,0.0,1
PLID_7446,Brian Flewelling,16,M,England,5'11,137lbs,49.0,58.0,78.0,54.0,47.0,50.0,8.0,40.0,50.0,26.0,42.0,61.0,23.4,Right,5.0,0.0,6.8,1.0,Medium,Academy,2.0,0.0,0
PLID_10111,Anisha Southwick,16,M,Republic of Ireland,5'10,143lbs,52.0,65.0,61.0,40.0,46.0,48.0,10.0,54.0,52.0,29.0,47.0,52.0,22.6,Left,3.5,0.0,6.0,2.0,Medium,Academy,1.0,0.0,0
PLID_4005,Steve Tullius,28,F,England,6'0,176lbs,64.0,60.0,68.0,52.0,58.0,73.0,13.0,66.0,70.0,34.0,64.0,69.0,23.4,Left,6.5,1.0,7.9,3.0,Medium,Unknown,13.0,0.0,0
PLID_3305,Mechelle Renken,20,M,Japan,5'9,148lbs,65.0,60.0,75.0,54.0,44.0,40.0,9.0,46.0,60.0,30.0,47.0,60.0,27.2,Left,4.8,0.0,6.4,3.0,High,Talent Hunt,5.0,0.0,0
PLID_14787,Silas Oakman,28,M,Cuba,5'11,154lbs,74.0,69.0,74.0,66.0,66.0,76.0,12.0,74.0,68.0,38.0,65.0,72.0,24.9,None,7.2,0.0,7.6,4.0,Medium,Talent Hunt,14.0,0.0,1
PLID_12005,Cyrus Fulop,23,F,Saudi Arabia,6'1,161lbs,19.0,48.0,52.0,65.0,15.0,46.0,62.0,19.0,30.0,10.0,17.0,52.0,14.4,Right,6.0,0.0,3.7,0.0,Medium,Academy,9.0,0.0,0
PLID_1516,Melita Needles,18,M,United States,5'10,173lbs,59.0,54.0,58.0,75.0,58.0,57.0,9.0,65.0,64.0,30.0,48.0,70.0,27.6,Left,6.2,0.0,8.2,2.0,Medium,Unknown,4.0,0.0,1
PLID_5421,Kraig Stackpole,23,F,Spain,5'10,154lbs,75.0,73.0,68.0,66.0,55.0,74.0,9.0,69.0,68.0,36.0,64.0,64.0,26.9,Left,7.8,0.0,7.4,1.0,High,Academy,9.0,0.0,1
PLID_23305,Michelina Ligon,21,M,Germany,6'1,170lbs,61.0,63.0,68.0,64.0,53.0,68.0,11.0,42.0,58.0,33.0,61.0,74.0,23.2,Right,6.4,1.0,7.9,5.0,High,Talent Hunt,6.0,0.0,0
PLID_323,Magdalena Ligon,23,M,Italy,6'0,,77.0,80.0,72.0,64.0,58.0,72.0,11.0,47.0,67.0,40.0,64.0,66.0,31.8,None,6.8,0.0,7.4,3.0,High,Unknown,8.0,0.0,1
PLID_3093,Margrett Mable,26,F,South Africa,6'0,190lbs,63.0,50.0,49.0,70.0,57.0,59.0,11.0,43.0,48.0,34.0,56.0,71.0,26.2,Right,4.5,0.0,6.1,3.0,High,Source,11.0,0.0,0
PLID_21084,Gina Heatherly,16,M,France,5'7,130lbs,57.0,84.0,87.0,58.0,51.0,45.0,11.0,48.0,58.0,28.0,51.0,46.0,23.9,Right,5.1,0.0,5.3,2.0,Medium,Academy,1.0,0.0,1
PLID_4875,Dinorah Rieder,21,F,Belgium,6'3,172lbs,58.0,57.0,54.0,46.0,35.0,57.0,10.0,60.0,59.0,22.0,41.0,72.0,17.9,Left,6.3,1.0,7.6,5.0,Low,Unknown,6.0,0.0,1
PLID_19943,Lien Meneses,25,F,Slovakia,5'10,169lbs,62.0,68.0,72.0,59.0,54.0,63.0,11.0,52.0,59.0,30.0,57.0,78.0,27.4,Right,6.4,1.0,8.8,2.0,High,Unknown,10.0,0.0,0
PLID_21924,Lawerence Ing,19,F,Brazil,6'2,202lbs,59.0,52.0,37.0,63.0,65.0,67.0,13.0,35.0,42.0,28.0,60.0,72.0,20.0,Left,4.4,0.0,6.2,5.0,Medium,Source,4.0,0.0,1
PLID_5527,Jennell Canales,28,M,England,5'8,157lbs,65.0,70.0,66.0,62.0,62.0,66.0,10.0,46.0,65.0,36.0,60.0,66.0,27.8,Right,6.3,39.0,7.5,4.0,High,Talent Hunt,13.0,5.0,0
PLID_16260,Lenita Youmans,32,F,Brazil,6'1,174lbs,20.0,46.0,46.0,71.0,24.0,56.0,74.0,21.0,30.0,6.0,14.0,46.0,14.0,Right,7.1,1.0,2.9,3.0,Medium,Academy,17.0,0.0,1
PLID_10530,Houston Vita,25,F,Japan,6'0,185lbs,18.0,41.0,38.0,53.0,12.0,30.0,65.0,17.0,31.0,6.0,15.0,54.0,16.5,Right,5.8,0.0,4.4,3.0,Medium,Academy,10.0,0.0,0
PLID_8180,Suzanna Jimison,18,M,Netherlands,10'2,195lbs,44.0,28.0,30.0,31.0,50.0,53.0,10.0,53.0,42.0,21.0,41.0,70.0,16.1,None,4.7,1.0,5.2,4.0,Medium,Academy,3.0,0.0,0
PLID_12615,Necole Handley,25,M,Spain,6'2,168lbs,87.0,63.0,53.0,65.0,60.0,88.0,10.0,84.0,80.0,42.0,61.0,82.0,18.9,Right,8.9,110.0,8.9,3.0,Medium,Academy,10.0,15.0,1
PLID_17087,Marietta Priester,22,F,Mexico,6'1,181lbs,19.0,44.0,41.0,59.0,39.0,51.0,71.0,16.0,32.0,8.0,20.0,56.0,12.6,Right,5.7,1.0,4.5,6.0,Medium,Academy,7.0,0.0,1
PLID_7001,Maryanna Ellenwood,16,F,Poland,6'4,185lbs,13.0,35.0,23.0,38.0,19.0,41.0,53.0,11.0,21.0,6.0,,40.0,9.4,Right,2.6,0.0,2.2,4.0,Medium,Academy,1.0,0.0,1
PLID_15696,Zoraida Verde,20,M,France,5'9,141lbs,63.0,62.0,76.0,39.0,67.0,52.0,9.0,31.0,56.0,39.0,60.0,36.0,26.2,Left,4.6,0.0,3.2,2.0,Medium,Academy,6.0,0.0,0
PLID_23042,Jong Mccaster,24,F,Korea Republic,5'11,150lbs,69.0,73.0,76.0,55.0,63.0,71.0,7.0,51.0,70.0,36.0,63.0,62.0,26.0,Any,7.4,38.0,7.5,4.0,High,Talent Hunt,10.0,4.0,1
PLID_20685,Perry Litz,19,F,Switzerland,6'1,172lbs,16.0,33.0,59.0,54.0,27.0,51.0,61.0,19.0,18.0,9.0,16.0,32.0,15.4,Right,4.8,0.0,2.2,4.0,Medium,Academy,5.0,0.0,1
PLID_18852,Genaro Metheny,21,M,Poland,5'11,157lbs,66.0,63.0,70.0,64.0,61.0,62.0,10.0,66.0,70.0,31.0,60.0,66.0,24.4,Right,5.9,1.0,7.2,4.0,High,Academy,7.0,0.0,1
PLID_19260,Milagros Richart,18,F,Saudi Arabia,6'0,159lbs,37.0,47.0,60.0,70.0,39.0,32.0,11.0,48.0,39.0,18.0,28.0,57.0,20.7,Right,4.7,1.0,6.1,2.0,Medium,Unknown,4.0,0.0,0
PLID_18141,Earlie Wain,18,M,France,6'4,182lbs,38.0,38.0,45.0,71.0,50.0,60.0,10.0,60.0,36.0,19.0,40.0,67.0,20.9,Left,5.2,0.0,6.0,1.0,Medium,Talent Hunt,4.0,0.0,1
PLID_12668,Roslyn Bloomfield,16,F,Italy,6'1,181lbs,58.0,49.0,56.0,72.0,52.0,63.0,11.0,62.0,51.0,26.0,41.0,74.0,25.1,Right,6.0,0.0,7.2,6.0,Medium,Talent Hunt,2.0,0.0,1
PLID_11627,Joaquin Lappin,18,M,Austria,5'10,161lbs,58.0,69.0,70.0,75.0,67.0,47.0,12.0,29.0,39.0,32.0,53.0,69.0,26.0,None,5.0,0.0,,6.0,Medium,Academy,3.0,0.0,0
PLID_9839,Brandon Mcgowan,16,M,France,5'8,159lbs,57.0,58.0,72.0,63.0,46.0,53.0,12.0,54.0,57.0,30.0,46.0,57.0,22.6,Left,5.1,0.0,6.0,2.0,Medium,Academy,1.0,0.0,0
PLID_18631,Josette Burch,21,M,Uruguay,5'9,146lbs,72.0,83.0,79.0,52.0,67.0,74.0,11.0,59.0,72.0,36.0,62.0,68.0,26.0,Right,7.1,0.0,7.9,4.0,High,Academy,7.0,0.0,1
PLID_11689,Meghan Ceron,17,F,Niger,6'0,157lbs,52.0,57.0,64.0,52.0,49.0,41.0,10.0,24.0,40.0,32.0,50.0,55.0,27.1,Right,5.0,1.0,6.4,5.0,High,Academy,3.0,0.0,0
PLID_7801,Lakendra Canales,16,F,Republic of Ireland,5'7,143lbs,62.0,62.0,82.0,53.0,41.0,63.0,11.0,39.0,58.0,32.0,43.0,42.0,24.6,Right,5.0,0.0,5.5,4.0,Medium,Academy,1.0,0.0,1
PLID_6393,Elva Granado,16,M,Brazil,5'11,146lbs,75.0,79.0,68.0,63.0,66.0,78.0,9.0,71.0,72.0,41.0,70.0,72.0,28.5,Right,7.5,1.0,8.0,3.0,High,Academy,1.0,0.0,1
PLID_3669,Valentina Hauff,18,M,Australia,6'0,169lbs,53.0,64.0,58.0,76.0,48.0,60.0,8.0,56.0,51.0,26.0,40.0,74.0,25.5,Right,4.6,1.0,7.5,4.0,Medium,Academy,4.0,0.0,0
PLID_5251,Hallie Barberio,24,F,France,5'10,154lbs,69.0,67.0,71.0,67.0,28.0,66.0,11.0,68.0,64.0,35.0,36.0,68.0,24.1,Any,6.6,1.0,7.6,4.0,Medium,Academy,9.0,0.0,1
PLID_19101,Xenia Dodson,27,F,Germany,6'1,180lbs,14.0,26.0,20.0,35.0,13.0,17.0,59.0,17.0,25.0,6.0,18.0,29.0,9.4,Right,5.2,1.0,1.8,1.0,Medium,Academy,12.0,0.0,0
PLID_6593,Vito Sharlow,20,M,France,5'11,170lbs,39.0,45.0,67.0,77.0,48.0,52.0,9.0,57.0,43.0,18.0,36.0,62.0,21.1,Right,5.0,0.0,6.0,0.0,Medium,Unknown,5.0,0.0,1
PLID_4464,Bert Constable,22,M,Argentina,5'5,139lbs,71.0,92.0,85.0,78.0,46.0,50.0,11.0,66.0,58.0,36.0,46.0,54.0,22.8,Right,7.5,0.0,,4.0,Medium,Academy,8.0,0.0,0
PLID_15537,Tobias Strobel,16,F,Australia,6'0,185lbs,47.0,60.0,55.0,60.0,51.0,41.0,9.0,30.0,36.0,24.0,41.0,62.0,22.3,Right,3.9,0.0,6.2,4.0,Medium,Source,1.0,0.0,0
PLID_9612,Jeannette Bradley,21,F,Brazil,6'3,193lbs,18.0,50.0,28.0,56.0,17.0,36.0,63.0,20.0,35.0,8.0,15.0,46.0,19.6,Right,6.2,0.0,3.5,2.0,Medium,Academy,7.0,0.0,0
PLID_21649,Solomon Pulido,28,M,Colombia,6'0,174lbs,60.0,64.0,62.0,67.0,34.0,62.0,9.0,62.0,57.0,26.0,48.0,72.0,23.9,Right,6.2,0.0,7.0,2.0,Medium,Academy,14.0,0.0,0
PLID_22468,Margrett Ligon,25,F,Saudi Arabia,5'9,165lbs,63.0,74.0,63.0,73.0,33.0,57.0,11.0,63.0,63.0,34.0,48.0,73.0,28.3,None,6.4,0.0,8.6,5.0,High,Academy,11.0,0.0,0
PLID_14143,Trudi Toledo,16,F,Australia,5'11,168lbs,56.0,75.0,69.0,35.0,48.0,45.0,10.0,54.0,57.0,31.0,40.0,63.0,26.4,Any,4.2,1.0,7.0,2.0,High,Academy,2.0,0.0,0
PLID_11838,Lesia Gonzalas,31,M,Gabon,6'1,190lbs,18.0,45.0,53.0,67.0,14.0,60.0,65.0,18.0,25.0,8.0,15.0,48.0,18.8,Any,5.7,0.0,2.3,5.0,Medium,Academy,17.0,0.0,0
PLID_12802,Humberto Kanagy,24,F,Colombia,5'10,174lbs,67.0,72.0,68.0,67.0,69.0,66.0,11.0,32.0,44.0,35.0,57.0,62.0,27.4,Right,5.4,0.0,6.0,2.0,High,Academy,9.0,0.0,1
PLID_7632,Ozella Hoffman,23,M,Argentina,5'9,163lbs,64.0,69.0,73.0,85.0,46.0,66.0,11.0,62.0,54.0,30.0,40.0,70.0,23.4,Right,6.5,0.0,,2.0,Low,,9.0,0.0,1
PLID_3432,Eufemia Music,22,F,Brazil,5'11,172lbs,72.0,63.0,72.0,56.0,71.0,57.0,10.0,37.0,68.0,38.0,62.0,67.0,26.2,Right,6.8,1.0,6.1,4.0,Medium,Academy,8.0,-999.0,0
PLID_5752,William Ibarra,16,F,Argentina,6'1,170lbs,15.0,25.0,38.0,49.0,11.0,33.0,53.0,13.0,20.0,4.0,12.0,37.0,10.8,Right,2.4,0.0,2.2,2.0,Medium,Academy,2.0,0.0,0
PLID_13414,Adrianna Freese,21,M,Iceland,6'0,165lbs,75.0,60.0,74.0,65.0,63.0,65.0,11.0,59.0,71.0,40.0,57.0,76.0,23.5,Any,5.9,1.0,8.0,7.0,Medium,Academy,6.0,0.0,1
PLID_20348,Delmer Barberio,21,M,Australia,6'3,187lbs,17.0,27.0,32.0,45.0,12.0,35.0,55.0,24.0,24.0,9.0,14.0,41.0,11.9,Left,4.7,0.0,2.3,3.0,Medium,Academy,7.0,0.0,0
PLID_15841,Sid Looney,16,F,Austria,6'5,185lbs,14.0,33.0,25.0,47.0,12.0,29.0,50.0,15.0,24.0,6.0,13.0,44.0,11.4,Right,2.1,0.0,2.1,2.0,Medium,Academy,2.0,0.0,0
PLID_3741,Adolfo Cane,16,F,Australia,6'2,176lbs,65.0,68.0,68.0,38.0,58.0,54.0,8.0,31.0,52.0,34.0,,60.0,30.9,None,3.5,0.0,5.3,4.0,High,Unknown,,0.0,1
PLID_14174,Francie Haggins,17,F,Scotland,5'11,165lbs,60.0,58.0,61.0,75.0,43.0,64.0,13.0,58.0,52.0,27.0,45.0,68.0,22.6,Right,5.3,1.0,6.5,3.0,Medium,Academy,3.0,0.0,1
PLID_3383,Alanna Rippel,16,M,Colombia,5'11,161lbs,54.0,60.0,62.0,53.0,41.0,58.0,10.0,42.0,51.0,30.0,42.0,60.0,24.2,Right,4.1,1.0,6.1,1.0,Medium,Academy,2.0,0.0,0
PLID_14897,Albertina Lefevers,22,M,Finland,6'2,187lbs,63.0,58.0,64.0,72.0,43.0,68.0,10.0,67.0,59.0,30.0,47.0,82.0,18.6,,7.0,0.0,8.9,5.0,Medium,Talent Hunt,7.0,0.0,0
PLID_17021,Ivory Holladay,25,F,Australia,5'11,170lbs,65.0,63.0,62.0,70.0,59.0,63.0,10.0,64.0,64.0,34.0,56.0,70.0,26.0,Right,6.3,1.0,,3.0,High,Academy,11.0,0.0,0
PLID_3744,Rufus Caines,16,M,England,6'2,176lbs,48.0,46.0,66.0,55.0,52.0,44.0,12.0,31.0,34.0,22.0,43.0,60.0,22.5,Right,3.6,0.0,6.7,3.0,Medium,Academy,1.0,0.0,0
PLID_2960,Melinda Fludd,18,F,Mexico,5'7,146lbs,66.0,83.0,83.0,63.0,59.0,64.0,10.0,55.0,68.0,38.0,60.0,62.0,29.5,,6.8,0.0,7.3,4.0,Medium,Academy,4.0,0.0,1
PLID_18989,Vaughn Straughter,19,M,Argentina,5'8,154lbs,71.0,79.0,80.0,53.0,54.0,67.0,12.0,66.0,72.0,36.0,62.0,73.0,28.8,Right,6.6,0.0,8.7,0.0,Medium,Academy,4.0,0.0,1
PLID_5990,Estefana Wetzler,30,F,Brazil,6'3,198lbs,53.0,37.0,41.0,56.0,71.0,66.0,13.0,61.0,58.0,24.0,49.0,68.0,18.9,Right,6.2,0.0,5.1,3.0,Medium,Talent Hunt,16.0,0.0,1
PLID_21963,Michelina Mooring,21,M,Japan,5'9,154lbs,62.0,69.0,71.0,65.0,63.0,59.0,12.0,35.0,49.0,30.0,61.0,57.0,25.8,Right,6.2,0.0,6.5,5.0,Medium,Academy,7.0,0.0,0
